# PDB,Heme,ligand,saddling
2o09,HEM_A_500,HIS,-0.142
2o09,HEM_B_501,HIS,-0.007
2o0c,HEM_A_500,HIS-NO,-0.150
2o0c,HEM_B_501,HIS-NO,-0.043
2o0g,HEM_A_500,HIS-CMO,-0.349
2o0g,HEM_B_501,HIS-CMO,-0.211
2o6p,HEM_A_190,TYR,-0.079
2o6p,HEM_B_190,TYR,-0.114
2o86,HEM_A_3008,HIS,-0.561
2occ,HEA_A_515,HIS-HIS,-0.606
2occ,HEA_A_516,HIS-PER,-0.357
2occ,HEA_N_515,HIS-HIS,-0.606
2occ,HEA_N_516,HIS-PER,-0.241
2ofr,HEM_X_185,HIS-NO,0.252
2oh8,HEM_A_154,HIS-HOH,0.078
2oh9,HEM_A_154,HIS-HOH,0.192
2oha,HEM_A_154,HIS-HOH,0.121
2ohb,HEM_A_154,HIS-HOH,0.199
2oif,HEM_A_163,HIS-CYN,0.405
2oif,HEM_B_163,HIS-CYN,0.438
2oif,HEM_C_163,HIS-CYN,0.366
2oif,HEM_D_163,HIS-CYN,0.433
2oif,HEM_E_163,HIS-CYN,0.335
2oif,HEM_F_163,HIS-CYN,0.434
2oif,HEM_G_163,HIS-CYN,0.378
2oif,HEM_H_163,HIS-CYN,0.523
2ojv,HEM_A_2853,HIS-CYN,-0.441
2olp,HEM_A_500,HIS-OXY,-0.180
2olp,HEM_B_500,HIS-OXY,-0.228
2oro,HEM_A_600,CYS-228,-0.288
2orp,HEM_A_600,CYS-R86,-0.194
2orq,HEM_A_600,CYS-MSR,-0.287
2orr,HEM_A_600,CYS-333,-0.321
2ors,HEM_A_600,CYS-391,-0.180
2ort,HEM_A_600,CYS-342,-0.354
2ot4,HEC_A_1004,LYS-HOH,0.550
2ot4,HEC_A_1005,HIS-HIS,1.138
2ot4,HEC_A_1006,HIS-HIS,-0.228
2ot4,HEC_A_1007,HIS-HIS,0.765
2ot4,HEC_A_1008,HIS-HIS,-0.467
2ot4,HEC_A_1002,HIS-HIS,-0.121
2ot4,HEC_A_1003,HIS-HIS,0.349
2ot4,HEC_A_1001,HIS-HIS,0.037
2ot4,HEC_B_1004,LYS-HOH,0.537
2ot4,HEC_B_1005,HIS-HIS,1.117
2ot4,HEC_B_1006,HIS-HIS,-0.245
2ot4,HEC_B_1007,HIS-HIS,0.783
2ot4,HEC_B_1008,HIS-HIS,-0.408
2ot4,HEC_B_1002,HIS-HIS,-0.114
2ot4,HEC_B_1003,HIS-HIS,0.299
2ot4,HEC_B_1001,HIS-HIS,-0.122
2owh,HEM_A_719,HIS,0.589
2owj,HEM_A_719,HIS-CMO,0.500
2oye,HEM_P_601,HIS,-0.010
2oyu,HEM_P_601,HIS,-0.539
2oyy,HEM_A_201,TYR,-0.322
2oyy,HEM_B_201,TYR,-0.410
2oyy,HEM_C_201,TYR,-0.488
2oyy,HEM_D_201,TYR,-0.371
2oyy,HEM_E_201,TYR,-0.364
2oyy,HEM_F_201,TYR,-0.423
2oyy,HEM_G_201,TYR,-0.304
2oyy,HEM_H_201,TYR,-0.421
2oz0,HEM_A_560,HIS-HIS,-0.333
2oz1,HEC_A_952,CYS-HIS,0.397
2oz1,HEC_A_953,HIS-CSS,0.325
2oz1,HEC_B_951,HIS-MET,0.044
2oz1,HEC_C_952,CYS-HIS,0.349
2oz1,HEC_C_953,HIS-CSS,0.295
2oz1,HEC_D_951,HIS-MET,0.012
2oz1,HEC_E_952,CYS-HIS,0.422
2oz1,HEC_E_953,HIS-CSS,0.409
2oz1,HEC_F_951,HIS-MET,-0.086
2oz1,HEC_G_952,CYS-HIS,0.368
2oz1,HEC_G_953,HIS-CSS,0.475
2oz1,HEC_H_951,HIS-MET,0.128
2ozy,HEC_A_201,HIS-HIS,0.238
2ozy,HEC_A_202,HIS-HIS,0.478
2ozy,HEC_A_203,HIS-HIS,-0.326
2ozy,HEC_A_204,HIS-HIS,0.145
2ozy,HEC_A_205,HIS-HIS,0.045
2p0b,HEC_A_201,HIS-HIS,0.298
2p0b,HEC_A_202,HIS-HIS,0.583
2p0b,HEC_A_203,HIS-HIS,-0.240
2p0b,HEC_A_204,HIS-HIS,0.198
2p0b,HEC_A_205,HIS-HIS,-0.145
2p85,HEM_A_500,CYS,-0.247
2p85,HEM_B_500,CYS,-0.316
2p85,HEM_C_500,CYS,-0.279
2p85,HEM_D_500,CYS,-0.279
2p85,HEM_E_500,CYS,-0.305
2p85,HEM_F_500,CYS,-0.389
2pbj,HEM_A_476,GSH,0.590
2pbj,HEM_B_476,GSH,0.608
2pbj,HEM_C_476,GSH,0.582
2pbj,HEM_D_476,GSH,0.600
2pcb,HEM_A_295,HIS,-0.844
2pcb,HEM_B_105,HIS-MET,-0.314
2pcb,HEM_C_295,HIS-HOH,-0.522
2pcc,HEM_A_296,HIS-SO4,-0.491
2pcc,HEM_B_104,HIS-MET,-0.085
2pcc,HEM_C_296,HIS-SO4,-0.603
2pcc,HEM_D_104,HIS-MET,-0.440
2peg,HEM_A_200,HIS-HOH,-0.135
2peg,HEM_B_400,HIS-HIS,0.147
2pg5,HEM_A_500,CYS-HOH,-0.203
2pg5,HEM_B_500,CYS-HOH,-0.255
2pg5,HEM_C_500,CYS-HOH,-0.226
2pg5,HEM_D_500,CYS-HOH,-0.164
2pg6,HEM_A_500,CYS,-0.206
2pg6,HEM_B_500,CYS,-0.245
2pg6,HEM_C_500,CYS,-0.066
2pg6,HEM_D_500,CYS,-0.157
2pg7,HEM_A_500,CYS,-0.163
2pg7,HEM_B_500,CYS,-0.243
2pg7,HEM_C_500,CYS,-0.141
2pg7,HEM_D_500,CYS,-0.293
2pgh,HEM_A_142,HIS-HOH,0.243
2pgh,HEM_B_147,HIS,0.073
2pgh,HEM_C_142,HIS-HOH,0.662
2pgh,HEM_D_147,HIS-HOH,0.653
2prc,HEM_C_337,HIS-MET,0.395
2prc,HEM_C_338,HIS-MET,0.435
2prc,HEM_C_339,HIS-MET,0.454
2prc,HEM_C_340,HIS-HIS,0.182
2pt3,HEM_A_623,HIS-HOH,-0.409
2pum,HEM_A_618,HIS-HOH,-0.157
2q7a,HEM_A_182,None,-0.121
2q7a,HEM_A_184,MET-MET,0.219
2q7a,HEM_B_181,MET-MET,0.200
2q7a,HEM_B_183,None,-0.088
2q8p,HEM_A_300,HIS-MSE,0.622
2q8q,HEM_A_300,HIS-MET,0.719
2q9f,HEM_A_602,CYS-HOH,-0.308
2q9g,HEM_A_505,CYS-HOH,-0.048
2qbl,HEM_A_516,CYS,0.039
2qbm,HEM_A_516,CYS-CYN,0.126
2qbn,HEM_A_441,CYS,0.027
2qbo,HEM_A_441,CYS-CYN,0.087
2qd2,HEM_A_602,BCT-IMD,0.085
2qd2,HEM_B_601,BCT-IMD,0.060
2qd3,HEM_B_925,None,0.038
2qfk,HEM_A_139,HIS-HOH,0.065
2qfk,HEM_B_139,HIS-HOH,0.048
2qfn,HEM_A_139,HIS-OXY,0.101
2qfn,HEM_B_139,HIS-OXY,0.194
2qjp,HEM_A_501,HIS-HIS,-0.354
2qjp,HEM_A_502,HIS-HIS,0.217
2qjp,HEM_B_301,HIS-MET,-0.011
2qjp,HEM_D_501,HIS-HIS,-0.447
2qjp,HEM_D_502,HIS-HIS,0.208
2qjp,HEM_E_301,HIS-MET,-0.019
2qjp,HEM_G_501,HIS-HIS,-0.540
2qjp,HEM_G_502,HIS-HIS,0.212
2qjp,HEM_H_301,HIS-MET,-0.091
2qjp,HEM_J_501,HIS-HIS,-0.551
2qjp,HEM_J_502,HIS-HIS,0.231
2qjp,HEM_K_301,HIS-MET,0.028
2qjy,HEM_A_501,HIS-HIS,-0.462
2qjy,HEM_A_502,HIS-HIS,0.110
2qjy,HEM_B_301,HIS-MET,-0.051
2qjy,HEM_D_501,HIS-HIS,-0.525
2qjy,HEM_D_502,HIS-HIS,0.237
2qjy,HEM_E_301,HIS-MET,-0.062
2qjy,HEM_G_501,HIS-HIS,-0.296
2qjy,HEM_G_502,HIS-HIS,0.166
2qjy,HEM_H_301,HIS-MET,0.022
2qjy,HEM_J_501,HIS-HIS,-0.321
2qjy,HEM_J_502,HIS-HIS,0.015
2qjy,HEM_K_301,HIS-MET,0.072
2qjy,HEM_M_501,HIS-HIS,-0.255
2qjy,HEM_M_502,HIS-HIS,0.174
2qjy,HEM_N_301,HIS-MET,-0.007
2qjy,HEM_P_501,HIS-HIS,-0.311
2qjy,HEM_P_502,HIS-HIS,0.068
2qjy,HEM_Q_301,HIS-MET,-0.071
2qla,HEM_A_150,HIS-MET,0.098
2qla,HEM_B_151,HIS-MET,0.103
2qla,HEM_C_152,HIS-MET,0.075
2qla,HEM_D_153,HIS-MET,0.138
2qmb,HEM_A_150,HIS-OXY,0.013
2qmb,HEM_B_150,HIS-OXY,0.130
2qmb,HEM_C_150,HIS-OXY,0.124
2qmb,HEM_D_150,HIS-OXY,0.380
2qpe,HEM_A_800,HIS-HIS,-0.698
2qpk,HEM_A_605,HIS-SHA,-0.539
2qpp,HEM_A_300,HIS-HOH,-0.019
2qpp,HEM_B_300,HIS,-0.008
2qqt,HEM_A_605,HIS-HOH,-0.357
2qrb,HEM_A_619,HIS-HOH,-0.182
2qrw,HEM_A_700,HIS-CYN,-0.087
2qrw,HEM_B_700,HIS-CYN,-0.189
2qrw,HEM_C_700,HIS-CYN,-0.165
2qrw,HEM_D_700,HIS-CYN,-0.164
2qrw,HEM_E_700,HIS-CYN,-0.200
2qrw,HEM_F_700,HIS-CYN,-0.156
2qrw,HEM_G_700,HIS-CYN,-0.225
2qrw,HEM_H_700,HIS-CYN,-0.284
2qrw,HEM_I_700,HIS-CYN,-0.256
2qrw,HEM_J_700,HIS-CYN,-0.200
2qrw,HEM_K_700,HIS-CYN,-0.295
2qrw,HEM_L_700,HIS-CYN,-0.266
2qsp,HEM_A_142,HIS-HOH,0.221
2qsp,HEM_B_146,HIS-HOH,0.349
2qsp,HEM_C_142,HIS-HOH,0.225
2qsp,HEM_D_146,HIS-HOH,0.176
2qss,HEM_A_142,HIS-CMO,0.223
2qss,HEM_B_146,HIS-CMO,0.242
2qss,HEM_C_142,HIS-CMO,0.279
2qss,HEM_D_146,HIS-CMO,0.174
2qu0,HEM_A_142,HIS-HOH,0.100
2qu0,HEM_B_147,HIS-HOH,0.302
2qu0,HEM_C_142,HIS-HOH,0.220
2qu0,HEM_D_147,HIS-HOH,0.234
2r1h,HEM_A_143,HIS-HOH,-0.013
2r1h,HEM_B_148,HIS-HOH,0.192
2r1h,HEM_C_143,HIS-HOH,-0.061
2r1h,HEM_D_148,HIS,-0.018
2r4w,HEM_A_147,HIS-CMO,0.284
2r4w,HEM_B_147,HIS-CMO,0.219
2r4x,HEM_A_147,HIS-CMO,0.227
2r4x,HEM_B_147,HIS-CMO,-0.041
2r4y,HEM_A_147,HIS-HOH,-0.002
2r4y,HEM_B_147,HIS,-0.144
2r4z,HEM_A_147,HIS-CMO,-0.005
2r4z,HEM_B_147,HIS-CMO,0.088
2r50,HEM_A_166,HIS-HIS,0.211
2r50,HEM_B_167,HIS-HIS,0.016
2r50,HEM_C_168,HIS-HIS,0.126
2r50,HEM_D_168,HIS-HIS,0.138
2r5l,HEM_A_618,HIS-HOH,-0.432
2r79,HEM_A_500,TYR,-0.199
2r7a,HEM_A_600,TYR,-0.674
2r80,HEM_A_150,HIS-OXY,0.120
2r80,HEM_B_150,HIS-OXY,0.219
2r80,HEM_C_150,HIS-OXY,0.203
2r80,HEM_D_150,HIS-OXY,0.196
2rao,HEM_A_142,HIS-OXY,0.259
2rao,HEM_B_147,HIS-OXY,0.167
2rao,HEM_C_142,HIS-OXY,0.211
2rao,HEM_D_147,HIS-OXY,0.266
2rbt,HEM_X_400,HIS-HOH,-0.505
2rbu,HEM_X_400,HIS-HOH,-0.695
2rbv,HEM_X_400,HIS-HOH,-0.586
2rbw,HEM_X_400,HIS-HOH,-0.688
2rbx,HEM_X_400,HIS-HOH,-0.604
2rby,HEM_X_400,HIS-HOH,-0.587
2rbz,HEM_X_400,HIS-HOH,-0.513
2rc0,HEM_X_400,HIS-HOH,-0.596
2rc1,HEM_X_400,HIS,-0.600
2rc2,HEM_X_400,HIS-HOH,-0.587
2rch,HEM_A_600,CYS,-0.785
2rch,HEM_B_600,CYS,-0.857
2rcl,HEM_A_600,CYS,-0.893
2rcl,HEM_B_600,CYS,-0.802
2rcm,HEM_A_600,CYS,-0.785
2rcm,HEM_B_600,CYS,-0.831
2rdz,HEC_A_1,LYS-HOH,0.559
2rdz,HEC_A_2,HIS-HIS,0.555
2rdz,HEC_A_3,HIS-HIS,-0.050
2rdz,HEC_A_4,HIS-HIS,-0.244
2rdz,HEC_A_5,HIS-HIS,0.135
2rdz,HEC_B_1,LYS-HOH,0.624
2rdz,HEC_B_2,HIS-HIS,0.528
2rdz,HEC_B_3,HIS-HIS,-0.115
2rdz,HEC_B_4,HIS-HIS,-0.291
2rdz,HEC_B_5,HIS-HIS,0.178
2rdz,HEC_C_1,LYS-HOH,0.606
2rdz,HEC_C_2,HIS-HIS,0.552
2rdz,HEC_C_3,HIS-HIS,-0.123
2rdz,HEC_C_4,HIS-HIS,-0.184
2rdz,HEC_C_5,HIS-HIS,0.109
2rdz,HEC_D_1,LYS-HOH,0.580
2rdz,HEC_D_2,HIS-HIS,0.553
2rdz,HEC_D_3,HIS-HIS,-0.171
2rdz,HEC_D_4,HIS-HIS,-0.251
2rdz,HEC_D_5,HIS-HIS,0.193
2rf7,HEC_A_1,LYS-HOH,0.634
2rf7,HEC_A_2,HIS-HIS,0.575
2rf7,HEC_A_3,HIS-HIS,-0.135
2rf7,HEC_A_4,HIS-HIS,-0.121
2rf7,HEC_A_5,HIS-HIS,0.206
2rf7,HEC_B_1,LYS-HOH,0.612
2rf7,HEC_B_2,HIS-HIS,0.476
2rf7,HEC_B_3,HIS-HIS,-0.247
2rf7,HEC_B_4,HIS-HIS,-0.279
2rf7,HEC_B_5,HIS-HIS,0.175
2rf7,HEC_C_1,LYS-HOH,0.642
2rf7,HEC_C_2,HIS-HIS,0.482
2rf7,HEC_C_3,HIS-HIS,-0.152
2rf7,HEC_C_4,HIS-HIS,-0.200
2rf7,HEC_C_5,HIS-HIS,0.324
2rf7,HEC_D_1,LYS-HOH,0.683
2rf7,HEC_D_2,HIS-HIS,0.524
2rf7,HEC_D_3,HIS-HIS,-0.190
2rf7,HEC_D_4,HIS-HIS,-0.111
2rf7,HEC_D_5,HIS-HIS,0.216
2rfb,HEM_A_410,CYS,-0.276
2rfb,HEM_B_410,CYS,-0.204
2rfb,HEM_C_410,CYS,-0.348
2rgz,HEM_A_300,HIS-HOH,-0.098
2rgz,HEM_B_265,HIS,-0.388
2ri4,HEM_A_142,HIS,0.275
2ri4,HEM_B_147,HIS,-0.020
2ri4,HEM_C_142,HIS-HOH,0.541
2ri4,HEM_D_147,HIS-HOH,0.331
2ri4,HEM_I_142,HIS-HOH,-0.091
2ri4,HEM_J_147,HIS-HOH,0.340
2ri4,HEM_K_142,HIS,0.415
2ri4,HEM_L_147,HIS,-0.073
2rom,HEM_A_501,CYS-CMO,-0.021
2spl,HEM_A_154,HIS-CMO,0.192
2spm,HEM_A_154,HIS-HOH,0.169
2spn,HEM_A_154,HIS-OXY,0.153
2spo,HEM_A_154,HIS-HOH,0.082
2uuq,HEM_A_1405,CYS-HOH,-0.277
2uvn,HEM_A_1408,CYS-ECN,0.199
2uvn,HEM_B_1405,CYS-ECN,0.131
2uwh,HEM_A_1459,CYS,-0.169
2uwh,HEM_B_1459,CYS,-0.181
2uwh,HEM_C_1459,CYS,-0.174
2uwh,HEM_D_1459,CYS,-0.153
2uwh,HEM_E_1459,CYS,-0.102
2uwh,HEM_F_1459,CYS,-0.161
2uyd,HEM_X_200,HIS-TYR,0.093
2v07,HEC_A_1102,HIS-MET,0.253
2v08,HEC_A_1087,HIS-MET,0.505
2v08,HEC_B_1087,HIS-MET,0.499
2v0m,HEM_A_1499,CYS-KLN,-0.255
2v0m,HEM_B_1497,CYS-KLN,-0.335
2v0m,HEM_C_1497,CYS-KLN,-0.017
2v0m,HEM_D_1497,CYS-KLN,-0.085
2v1e,HEM_A_1154,HIS-OH,0.040
2v1f,HEM_A_1154,HIS-OH,0.128
2v1g,HEM_A_1154,HIS-OH,0.019
2v1h,HEM_A_1154,HIS-HOH,0.007
2v1i,HEM_A_1154,HIS-HOH,0.018
2v1j,HEM_A_1154,HIS-HOH,0.052
2v1k,HEM_A_1154,HIS,0.007
2v23,HEM_A_1295,HIS-HOH,-0.625
2v2e,HEM_A_1295,HIS-HOH,-0.662
2v7i,HEM_A_1362,HIS-HOH,0.034
2v7j,HEM_A_1359,HIS-TRP,0.027
2v7k,HEM_A_1360,HIS-DTR,0.021
2v7l,HEM_A_1360,HIS-CTE,0.221
2v7m,HEM_A_404,HIS-DTE,0.012
2vcf,HEM_X_1254,HIS-HOH,-0.737
2vcn,HEM_A_1251,HIS-ISZ,-0.784
2vcs,HEM_A_1251,HIS-HOH,-0.759
2ve3,HEM_A_1444,CYS,-0.363
2ve3,HEM_B_1444,CYS,-0.339
2ve4,HEM_A_1442,CYS,-0.072
2ve4,HEM_B_1443,CYS,-0.206
2veb,HEM_A_200,HIS-OXY,0.327
2vee,HEM_A_1196,HIS,0.172
2vee,HEM_B_1196,HIS,0.175
2vee,HEM_C_1196,HIS,0.273
2vee,HEM_D_1196,HIS,0.238
2vee,HEM_E_1196,HIS,0.145
2vee,HEM_F_1196,HIS,0.108
2vee,HEM_G_1196,HIS,0.133
2vee,HEM_H_1196,HIS,0.169
2vhb,HEM_A_150,HIS-AZI,0.348
2vhb,HEM_B_150,HIS-AZI,0.093
2vhd,HEC_A_401,HIS-HOH,0.692
2vhd,HEC_A_402,HIS-MET,0.334
2vhd,HEC_B_401,HIS-HOH,0.639
2vhd,HEC_B_402,HIS-MET,0.384
2vka,HEM_A_1320,HIS-HOH,-0.706
2vku,HEM_A_1450,CYS,-0.381
2vlx,HEM_A_1154,HIS-PER,0.031
2vly,HEM_A_1154,HIS-OXY,0.052
2vlz,HEM_A_1154,HIS-PER,-0.001
2vm0,HEM_A_1154,HIS-OH,0.075
2vn0,HEM_A_500,CYS,-0.341
2vnx,HEM_X_251,HIS-HIS,-0.799
2vnz,HEM_X_251,HIS-HOH,-0.929
2vo2,HEM_X_1250,HIS-HIS,-0.886
2vr0,HEC_A_1001,LYS-HOH,0.499
2vr0,HEC_A_1002,HIS-HIS,0.598
2vr0,HEC_A_1003,HIS-HIS,-0.201
2vr0,HEC_A_1004,HIS-HIS,0.580
2vr0,HEC_A_1005,HIS-HIS,0.620
2vr0,HEC_B_1001,LYS-HOH,0.530
2vr0,HEC_B_1002,HIS-HIS,0.712
2vr0,HEC_B_1003,HIS-HIS,-0.086
2vr0,HEC_B_1004,HIS-HIS,0.380
2vr0,HEC_B_1005,HIS-HIS,0.609
2vr0,HEC_C_1001,ASP-MET,-0.232
2vr0,HEC_C_1002,HIS-HIS,0.238
2vr0,HEC_C_1003,HIS-HIS,0.212
2vr0,HEC_C_1004,HIS-LYS,0.484
2vr0,HEC_D_1001,LYS-HOH,0.655
2vr0,HEC_D_1002,HIS-HIS,0.510
2vr0,HEC_D_1003,HIS-HIS,-0.124
2vr0,HEC_D_1004,HIS-HIS,0.502
2vr0,HEC_D_1005,HIS-HIS,0.566
2vr0,HEC_E_1001,LYS-HOH,0.632
2vr0,HEC_E_1002,HIS-HIS,0.664
2vr0,HEC_E_1003,HIS-HIS,-0.168
2vr0,HEC_E_1004,HIS-HIS,0.621
2vr0,HEC_E_1005,HIS-HIS,0.503
2vr0,HEC_F_1001,ASP-MET,-0.269
2vr0,HEC_F_1002,HIS-HIS,0.238
2vr0,HEC_F_1003,HIS-HIS,-0.172
2vr0,HEC_F_1004,HIS-LYS,0.215
2vry,HEM_A_1150,HIS-HIS,0.251
2vv6,HEM_A_1258,HIS,0.523
2vv6,HEM_B_1259,HIS,0.720
2vv6,HEM_C_1259,HIS,0.453
2vv6,HEM_D_1259,HIS,0.423
2vv7,HEM_A_1258,HIS,0.588
2vv7,HEM_B_1258,HIS,0.707
2vv7,HEM_C_1258,HIS,0.565
2vv7,HEM_D_1258,HIS,0.407
2vv8,HEM_A_1258,HIS-CMO,0.416
2vv8,HEM_B_1259,HIS-CMO,0.533
2vv8,HEM_C_1259,HIS-CMO,0.469
2vv8,HEM_D_1259,HIS-CMO,0.371
2vxh,HEM_A_1001,HIS-SCN,-0.314
2vxh,HEM_B_1001,HIS-SCN,-0.476
2vxh,HEM_C_1001,HIS-SCN,-0.422
2vxh,HEM_D_1001,HIS-SCN,-0.330
2vxh,HEM_E_1001,HIS-SCN,-0.394
2vxh,HEM_F_1001,HIS-SCN,-0.278
2vxi,HEM_A_200,MET-MET,-0.204
2vxi,HEM_B_200,MET-MET,-0.214
2vxi,HEM_C_200,MET-MET,-0.213
2vxi,HEM_D_200,MET-MET,-0.197
2vxi,HEM_E_200,MET-MET,-0.214
2vxi,HEM_F_200,MET-MET,-0.223
2vxi,HEM_G_200,MET-MET,-0.227
2vxi,HEM_H_200,MET-MET,-0.201
2vxi,HEM_I_200,MET-MET,-0.255
2vxi,HEM_J_200,MET-MET,-0.265
2vxi,HEM_K_200,MET-MET,-0.217
2vxi,HEM_L_200,MET-MET,-0.206
2vyw,HEM_A_149,HIS-OXY,0.503
2vyy,HEM_A_144,HIS-OXY,-0.051
2vyz,HEM_A_144,HIS-OXY,-0.078
2vzm,HEM_A_1407,CYS,-0.239
2vzm,HEM_B_1407,CYS,-0.205
2vzw,HEM_A_1206,HIS,0.014
2vzw,HEM_B_1209,HIS-OXY,-0.103
2w09,HEM_A_470,CYS-CM9,0.028
2w0a,HEM_A_470,CYS-CII,0.295
2w0b,HEM_A_470,CYS-CMW,0.122
2w23,HEM_A_1316,HIS-HOH,-0.649
2w31,HEM_A_200,HIS-HIS,0.513
2w31,HEM_B_200,HIS-HIS,0.464
2w3d,HEM_A_500,HIS-HOH,-0.641
2w3d,HEM_B_502,HIS-HOH,-0.172
2w3e,HEM_A_500,HIS-HOH,-0.535
2w3e,HEM_B_502,HIS-HOH,-0.253
2w3f,HEM_A_500,HIS,-0.145
2w3f,HEM_B_502,HIS,-0.149
2w3g,HEM_A_500,HIS-HOH,-0.525
2w3g,HEM_B_502,HIS-HOH,-0.226
2w3h,HEM_A_500,HIS-CYN,-0.705
2w3h,HEM_B_502,HIS-CYN,-0.594
2w6v,HEM_A_1142,HIS,0.099
2w6v,HEM_B_1147,HIS,0.311
2w6v,HEM_C_1142,HIS,0.111
2w6v,HEM_D_1147,HIS,0.480
2w6w,HEM_A_1154,HIS-HOH,0.092
2w6x,HEM_A_1154,HIS-HOH,0.115
2w6y,HEM_A_1154,HIS-HOH,0.103
2w72,HEM_A_1142,HIS,0.340
2w72,HEM_B_1147,HIS,0.585
2w72,HEM_C_1142,HIS,0.341
2w72,HEM_D_1147,HIS,0.486
2wdq,HEM_C_1129,HIS-HIS,-0.578
2wdq,HEM_G_1129,HIS-HIS,-0.531
2wdq,HEM_K_1129,HIS-HIS,-0.595
2wgy,HEM_A_450,CYS-HOH,-0.311
2wh8,HEM_A_450,CYS-II2,-0.146
2wh8,HEM_B_450,CYS-II2,-0.137
2wh8,HEM_C_450,CYS-II2,-0.205
2wh8,HEM_D_450,CYS-II2,-0.201
2whf,HEM_A_450,CYS-II4,-0.139
2whw,HEM_A_1407,CYS,-0.108
2whw,HEM_B_1407,CYS,-0.091
2wi9,HEM_A_1408,CYS-HOH,-0.143
2wi9,HEM_B_1408,CYS,-0.127
2wio,HEM_A_1412,CYS-HOH,-0.149
2wiv,HEM_A_1553,CYS,0.276
2wiv,HEM_B_1553,CYS,0.166
2wiy,HEM_A_1560,CYS-IMD,0.164
2wjm,HEC_C_401,HIS-MET,0.750
2wjm,HEC_C_402,HIS-MET,0.450
2wjm,HEC_C_403,HIS-MET,0.421
2wjm,HEC_C_404,HIS-HIS,0.289
2wjn,HEC_C_401,HIS-MET,0.730
2wjn,HEC_C_402,HIS-MET,0.494
2wjn,HEC_C_403,HIS-MET,0.424
2wjn,HEC_C_404,HIS-HIS,0.279
2wm4,HEM_A_450,CYS,0.136
2wm5,HEM_A_450,CYS-HOH,-0.121
2wp9,HEM_C_1129,HIS-HIS,-0.507
2wp9,HEM_G_1129,HIS-HIS,-0.630
2wp9,HEM_K_1129,HIS-HIS,-0.554
2wqy,HEM_C_143,HIS-HIS,-0.160
2wqy,HEM_P_201,HIS-HIS,-0.151
2wtg,HEM_A_180,HIS-OXY,0.273
2wth,HEM_A_160,HIS-OXY,0.126
2wth,HEM_B_160,HIS-OXY,0.476
2wu2,HEM_C_1130,HIS-MET,-0.544
2wu2,HEM_G_1130,HIS-MET,-0.733
2wu2,HEM_K_1130,HIS-MET,-0.764
2wu5,HEM_C_305,HIS-MET,-0.655
2wu5,HEM_G_305,HIS-MET,-0.581
2wu5,HEM_K_305,HIS-MET,-0.889
2wuz,HEM_A_1450,CYS-TPF,-0.276
2wuz,HEM_B_1450,CYS-TPF,-0.281
2wv2,HEM_A_1450,CYS-TPF,-0.045
2wx2,HEM_A_1450,CYS-TPF,0.049
2wx2,HEM_B_1450,CYS-TPF,0.029
2wy4,HEM_A_150,HIS-CYN,-0.357
2x07,HEM_A_1295,HIS-HOH,-0.661
2x08,HEM_A_1254,HIS-HOH,-0.660
2x2n,HEM_A_1479,CYS-X2N,-0.076
2x2n,HEM_B_1478,CYS-X2N,0.050
2x2n,HEM_C_1478,CYS-X2N,0.049
2x2n,HEM_D_1478,CYS-X2N,-0.230
2x5l,HEM_A_1434,CYS-HOH,-0.190
2x5u,HEC_C_1333,HIS-MET,0.680
2x5u,HEC_C_1334,HIS-MET,0.651
2x5u,HEC_C_1335,HIS-MET,0.631
2x5u,HEC_C_1336,HIS-HIS,0.155
2x5v,HEC_C_1333,HIS-MET,0.695
2x5v,HEC_C_1334,HIS-MET,0.798
2x5v,HEC_C_1335,HIS-MET,0.731
2x5v,HEC_C_1336,HIS-HIS,0.169
2x5w,HEM_A_1431,CYS,-0.045
2x66,HEM_A_1359,HIS-CYN,0.335
2x67,HEM_A_1359,HIS-CYN,0.263
2x68,HEM_A_1359,HIS-CYN,0.264
2x7y,HEM_A_1456,CYS,-0.276
2x7y,HEM_B_1456,CYS-DMS,-0.242
2x80,HEM_A_1456,CYS-DMS,-0.073
2x80,HEM_B_1456,CYS-DMS,0.032
2x9p,HEM_A_1398,CYS-HOH,0.014
2xbk,HEM_A_1398,CYS,-0.365
2xc3,HEM_A_1433,CYS-HOH,-0.196
2xfh,HEM_A_1412,CYS-CL6,-0.183
2xi6,HEM_A_288,HIS-HOH,-0.767
2xif,HEM_A_1251,HIS-HOH,-0.893
2xih,HEM_A_1251,HIS-OXY,-0.757
2xil,HEM_A_1301,HIS-HOH,-0.576
2xj5,HEM_A_1295,HIS-HOH,-0.558
2xj6,HEM_A_1001,HIS-HOH,-0.742
2xj8,HEM_A_1295,HIS-HOH,-0.618
2xkg,HEM_A_144,HIS-OXY,-0.002
2xkh,HEM_A_1110,HIS-OXY,-0.105
2xki,HEM_A_1110,HIS-HOH,0.041
2xkr,HEM_A_1400,CYS-PG4,-0.171
2xl6,HEC_A_128,NO,-0.360
2xl8,HEC_A_1127,HIS,-0.345
2xld,HEC_A_1127,HIS,-0.285
2xle,HEC_A_1128,NO,-0.294
2xlh,HEC_A_128,HIS,-0.312
2xlm,HEC_A_128,NO,-0.351
2xlo,HEC_A_1127,NO,-0.298
2xlv,HEC_A_1127,NO,-0.320
2xlw,HEC_A_1126,NO,-0.270
2xm0,HEC_A_1128,HIS,-0.230
2xm4,HEC_A_128,HIS,-0.381
2xn8,HEM_A_1434,CYS-HOH,-0.241
